1002250,BD-700-1A10,500,465,01/29/2003 18:52
1002251,CE-560V,10,200,01/29/2003 18:52
1002252,CE-560V,50,300,01/29/2003 18:52
1002253,CE-560V,75,380,01/29/2003 18:52
1002254,CE-560V,100,400,01/29/2003 18:52
1002255,CE-560V,250,440,01/29/2003 18:52
1002256,CE-560V,500,465,01/29/2003 18:52
1002257,MD-2000,10,200,01/29/2003 18:52
1002258,MD-2000,50,300,01/29/2003 18:52
1002259,MD-2000,75,380,01/29/2003 18:52
1002260,MD-2000,100,400,01/29/2003 18:52
1002358,G-1159A,25,250,10/22/2004 00:33
1002359,G-1159A,50,350,10/22/2004 00:33
1002360,G-1159A,100,390,10/22/2004 00:33
1002361,G-1159A,250,410,10/22/2004 00:33
1002362,G-1159A,500,465,10/22/2004 00:33
1002363,LR-35A,10,215,10/22/2004 00:33
1002281,DA-900,10,200,10/30/2003 01:32
1002282,DA-900,25,287,10/30/2003 01:32
1002283,DA-900,50,391,10/30/2003 01:32
1002284,DA-900,100,443,10/30/2003 01:32
1002285,DA-900,250,451,10/30/2003 01:32
1002286,DA-900,500,451,10/30/2003 01:32
1002287,DA-50,10,200,10/30/2003 01:34
1002288,DA-50,25,287,10/30/2003 01:34
1002289,DA-50,50,388,10/30/2003 01:34
1002290,DA-50,100,413,10/30/2003 01:34
1002291,DA-50,250,444,10/30/2003 01:34
1002292,DA-50,500,444,10/30/2003 01:34
1002364,LR-35A,25,225,10/22/2004 00:33
1002365,LR-35A,50,340,10/22/2004 00:33
1002366,LR-35A,100,420,10/22/2004 00:33
1002367,LR-35A,250,435,10/22/2004 00:33
1002368,LR-35A,500,440,10/22/2004 00:33
1002369,CL-604,10,200,10/22/2004 00:33
1002370,CL-604,25,250,10/22/2004 00:33
1002371,CL-604,50,325,10/22/2004 00:33
1002372,CL-604,100,400,10/22/2004 00:33
1002373,CL-604,250,418,10/22/2004 00:33
1002374,CL-604,500,442,10/22/2004 00:33
1002375,LR-45,10,200,10/22/2004 00:33
1002335,BE-400A,10,180,10/11/2004 23:24
1002336,BE-400A,25,250,10/11/2004 23:24
1002337,BE-400A,50,325,10/11/2004 23:24
1002338,BE-400A,100,395,10/11/2004 23:24
1002339,BE-400A,250,418,10/11/2004 23:24
1002340,BE-400A,500,446,10/11/2004 23:24
1002345,CE-560XLS,10,200,10/22/2004 00:30
1002346,CE-560XLS,25,250,10/22/2004 00:30
1002347,CE-560XLS,50,325,10/22/2004 00:30
1002348,CE-560XLS,100,395,10/22/2004 00:30
1002349,CE-560XLS,250,427,10/22/2004 00:30
1002350,CE-560XLS,500,446,10/22/2004 00:30
1002351,HS-125-700,10,200,10/22/2004 00:33
1002376,LR-45,25,290,10/22/2004 00:33
1002377,LR-45,50,359,10/22/2004 00:33
1002378,LR-45,100,440,10/22/2004 00:33
1002379,LR-45,250,450,10/22/2004 00:33
1002380,LR-45,500,464,10/22/2004 00:33
1002381,CL-601-3A,10,200,10/22/2004 00:33
1002382,CL-601-3A,25,250,10/22/2004 00:33
1002383,CL-601-3A,50,325,10/22/2004 00:33
1002384,CL-601-3A,100,380,10/22/2004 00:33
1002385,CL-601-3A,250,400,10/22/2004 00:33
1002386,CL-601-3A,500,440,10/22/2004 00:33
1002387,LR-60,10,220,10/22/2004 00:33
1002388,LR-60,25,250,10/22/2004 00:33
1002389,LR-60,50,330,10/22/2004 00:33
1002390,LR-60,100,400,10/22/2004 00:33
1002391,LR-60,250,440,10/22/2004 00:33
1002392,LR-60,500,450,10/22/2004 00:33
1002395,S-76C,10,110,10/22/2004 17:16
1002604,CE-560EP,100,355,10/18/2007 01:43
1002397,EC-135,10,50,10/22/2004 17:16
1002531,DA-50EX,10,200,02/06/2007 21:39
1002399,S-76C,25,130,10/22/2004 17:16
